post_id,platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length
3840,LinkedIn,poll,2024-08-20T10:00:00.000000000,10,Thursday,Australia,Health,Healthy Eating Habits,2,202,#healthy #habits,6815752,3529,1596,248,264,130573,0.030947968,positive,1,8
3841,TikTok,story,2022-12-27T08:00:00.000000000,8,Friday,US,Comedy,Top 10 Facts,3,49,#tech #review,8245141,2813,137,11,751,126585,0.02824167,negative,0,10
3842,YouTube,video,2023-01-22T00:00:00.000000000,0,Tuesday,US,Fashion,Streetwear Collection 2024,2,32,#casualstyle #fashionblog,4635294,2023,49,385,137,76874,0.033105691,neutral,1,552
3843,Twitter,reel,2024-03-09T07:00:00.000000000,7,Tuesday,Brazil,Music,Travel Diary,2,259,#fitness #motivation,8384374,3153,1794,92,967,233322,0.018052228,neutral,1,69
3844,TikTok,article,2023-10-06T03:00:00.000000000,3,Monday,Brazil,Sports,Top Football Highlights,3,120,#olympics #sports,7335388,1454,972,33,48,110504,0.013890774,positive,1,0
3845,Instagram,article,2023-10-25T17:00:00.000000000,17,Tuesday,Brazil,Fashion,Summer Outfit Trends,2,233,#casualstyle #fashionblog,4604480,206,1642,190,223,5150,0.120170841,negative,1,0
3846,Facebook,image,2022-08-12T15:00:00.000000000,15,Monday,Brazil,Education,Life Hacks,2,130,#tech #review,8246457,882,1648,140,450,17640,0.083441982,mixed,1,0
3847,Facebook,reel,2024-08-08T17:00:00.000000000,17,Sunday,US,Technology,Tech Review,2,54,#tech #review,4426458,1763,1885,257,669,47601,0.056489223,negative,1,49
3848,Facebook,video,2024-05-25T14:00:00.000000000,14,Monday,India,Sports,Olympics Moments,2,251,#cricket #worldcup,9471954,1229,253,269,443,86030,0.022561635,negative,1,490
3849,Facebook,image,2024-09-30T10:00:00.000000000,10,Friday,Australia,Health,Mindfulness & Meditation,2,197,#fitness #lifestyle,9516186,0,1653,74,353,0,427.0,negative,0,0
3850,LinkedIn,image,2023-09-24T19:00:00.000000000,19,Sunday,US,Music,Breaking News,2,66,#news #update,9611396,4426,709,369,0,292116,0.016414656,negative,1,0
3851,Instagram,live,2022-08-18T06:00:00.000000000,6,Tuesday,Australia,Education,Funny Moments,2,134,#travel #explore,6529769,3582,1872,177,745,265068,0.016991802,negative,1,39
3852,YouTube,image,2023-07-13T15:00:00.000000000,15,Tuesday,Germany,Music,Breaking News,2,186,#news #update,3685753,5002,1900,85,418,415166,0.013259724,negative,0,0
3853,YouTube,reel,2023-08-31T08:00:00.000000000,8,Friday,Brazil,Gaming,Virtual Reality Adventures,2,113,#gaming #esports,4768409,692,562,169,276,20068,0.056654542,positive,0,73
3854,Twitter,live,2024-03-17T11:00:00.000000000,11,Friday,US,Comedy,Life Hacks,2,278,#education #learning,5928429,360,756,124,362,27000,0.031332173,neutral,0,29
3855,YouTube,story,2022-07-03T08:00:00.000000000,8,Sunday,UK,Fashion,Best Evening Dresses,2,135,#fashion #ootd,888885,889,1938,110,477,27559,0.053555878,positive,1,26
3856,Instagram,video,2023-09-13T12:00:00.000000000,12,Sunday,Japan,Sports,Basketball Training Tips,3,242,#olympics #sports,8214588,135,1449,61,357,7020,0.078763709,mixed,1,444
3857,YouTube,reel,2023-08-03T03:00:00.000000000,3,Tuesday,Japan,Music,Breaking News,2,114,#tech #review,7250942,1197,546,28,209,107730,0.013310932,neutral,1,80
3858,LinkedIn,reel,2024-01-22T02:00:00.000000000,2,Tuesday,Australia,Comedy,Breaking News,2,185,#fitness #motivation,7026380,356,1325,114,362,12816,0.064913786,neutral,0,60
3859,TikTok,carousel,2023-12-27T01:00:00.000000000,1,Sunday,Japan,Fashion,Best Evening Dresses,3,101,#fashion #ootd,3770171,2276,921,115,146,182080,0.013933359,mixed,0,13
3860,YouTube,poll,2023-07-08T06:00:00.000000000,6,Monday,India,Health,Healthy Eating Habits,2,16,#mindfulness #meditation,1377136,5010,580,68,378,145290,0.037552223,neutral,0,44
3861,Facebook,article,2024-05-01T02:00:00.000000000,2,Wednesday,Brazil,Music,Exploring New Trends,3,246,#tech #review,4151874,1958,1372,53,450,97900,0.025137639,mixed,1,0
3862,Facebook,reel,2024-12-20T23:00:00.000000000,23,Saturday,Australia,News,Funny Moments,2,79,#travel #explore,5160070,2624,1855,80,76,207296,0.01341071,negative,1,55
3863,TikTok,carousel,2024-01-16T15:00:00.000000000,15,Monday,Canada,Technology,Behind the Scenes,3,99,#tech #review,3523502,4804,1956,28,1001,427556,0.013642625,negative,0,8
3864,Facebook,article,2022-08-23T01:00:00.000000000,1,Thursday,Brazil,Technology,Breaking News,2,229,#fitness #motivation,5926546,814,48,132,509,29304,0.04965023,neutral,1,0
3865,Facebook,story,2024-08-02T03:00:00.000000000,3,Thursday,Japan,Comedy,Funny Moments,2,69,#funny #viral,992413,551,916,315,303,38019,0.030746975,neutral,0,8
3866,LinkedIn,live,2023-05-02T01:00:00.000000000,1,Wednesday,Australia,Gaming,Beginner’s Guide to eSports,3,83,#gaming #esports,5698767,1532,1097,207,133,85792,0.021819962,negative,1,24
3867,LinkedIn,story,2023-10-02T06:00:00.000000000,6,Saturday,Germany,Fashion,Streetwear Collection 2024,2,209,#casualstyle #fashionblog,5111965,2645,703,49,434,214245,0.014600039,negative,0,25
3868,LinkedIn,video,2022-07-06T07:00:00.000000000,7,Friday,Brazil,News,Daily Vlog,2,141,#education #learning,9498954,3246,260,96,251,321354,0.011180781,mixed,1,169
3869,YouTube,carousel,2023-08-17T14:00:00.000000000,14,Thursday,Brazil,Music,Cooking Tutorial,2,21,#travel #explore,5320001,48,355,464,713,4368,0.280384527,neutral,0,26
3870,TikTok,live,2024-01-25T09:00:00.000000000,9,Friday,US,Sports,Basketball Training Tips,2,83,#sports #football,1751147,656,1605,51,475,62976,0.018768757,neutral,1,12
3871,Facebook,reel,2023-12-13T06:00:00.000000000,6,Friday,Australia,Travel,Luxury Travel Destinations,3,261,#backpacking #travelgram,5447362,1430,1625,39,31,68640,0.021852828,positive,1,87
3872,Twitter,live,2023-10-25T14:00:00.000000000,14,Monday,India,Health,10 Tips for a Healthier Life,2,79,#mindfulness #meditation,1002499,1601,1283,191,285,81651,0.025437221,negative,1,7
3873,TikTok,video,2024-05-18T18:00:00.000000000,18,Friday,Japan,Travel,Backpacking Asia,2,32,#backpacking #travelgram,225389,2131,637,111,722,210969,0.014049391,negative,1,271
3874,Twitter,carousel,2023-05-02T11:00:00.000000000,11,Wednesday,UK,Health,Daily Fitness Routine,2,176,#fitness #lifestyle,9898553,3403,742,233,308,102090,0.038632201,neutral,1,19
3875,Facebook,reel,2024-05-09T18:00:00.000000000,18,Monday,UK,Comedy,Movie Review,2,176,#news #update,3582031,361,1318,229,246,9025,0.092621316,positive,1,89
3876,Instagram,video,2024-08-06T20:00:00.000000000,20,Wednesday,Australia,Travel,Backpacking Asia,2,268,#wanderlust #adventure,4634096,119,1009,135,237,6426,0.076396452,mixed,0,268
3877,TikTok,article,2023-09-12T21:00:00.000000000,21,Friday,UK,Comedy,Life Hacks,2,150,#music #trending,2458141,1014,930,429,716,52728,0.04094521,mixed,1,0
3878,YouTube,video,2023-06-25T09:00:00.000000000,9,Thursday,Japan,Sports,Basketball Training Tips,2,48,#olympics #sports,1962945,4695,640,171,769,173715,0.032438002,negative,1,220
3879,Twitter,article,2023-10-06T02:00:00.000000000,2,Saturday,US,Education,Travel Diary,2,26,#education #learning,4754071,2028,791,33,935,113568,0.026380438,positive,1,0
3880,TikTok,poll,2022-05-17T13:00:00.000000000,13,Friday,Germany,Comedy,Life Hacks,2,293,#fitness #motivation,2534934,1146,1336,97,216,36672,0.039784037,positive,1,30
3881,TikTok,story,2022-09-06T03:00:00.000000000,3,Wednesday,US,Education,Movie Review,2,146,#fashion #ootd,3943999,4990,611,489,18,464070,0.01184517,mixed,1,18
3882,LinkedIn,live,2023-05-21T11:00:00.000000000,11,Tuesday,Brazil,Education,Top 10 Facts,3,166,#education #learning,7627998,5016,1861,68,420,416328,0.013220314,negative,1,30
3883,Instagram,live,2023-04-10T00:00:00.000000000,0,Tuesday,Australia,News,Daily Vlog,2,139,#tech #review,3372405,4997,808,422,961,99940,0.063837664,neutral,0,29
3884,LinkedIn,article,2024-04-08T11:00:00.000000000,11,Thursday,Australia,Education,Funny Moments,2,188,#tech #review,4931992,2782,1205,24,724,228124,0.015473973,positive,0,0
3885,Instagram,reel,2023-04-08T22:00:00.000000000,22,Sunday,Canada,News,Daily Vlog,2,112,#fitness #motivation,7993484,1979,685,392,166,104887,0.024187705,neutral,1,24
3886,Instagram,poll,2022-03-02T04:00:00.000000000,4,Saturday,UK,Comedy,Cooking Tutorial,2,268,#tech #review,765624,1570,1851,42,76,45530,0.037073642,negative,1,29
3887,YouTube,video,2023-09-18T08:00:00.000000000,8,Wednesday,UK,Education,Behind the Scenes,3,13,#education #learning,2799146,1214,1387,59,258,31564,0.048503089,mixed,1,452
3888,TikTok,video,2023-10-09T04:00:00.000000000,4,Thursday,India,Music,Travel Diary,2,69,#education #learning,2674551,5039,187,168,794,377925,0.01587877,positive,0,156
3889,LinkedIn,carousel,2022-12-11T23:00:00.000000000,23,Monday,India,Health,Mindfulness & Meditation,3,96,#healthy #habits,4171112,1599,1592,225,98,158301,0.01214135,neutral,1,9
3890,LinkedIn,poll,2024-01-17T09:00:00.000000000,9,Friday,India,Comedy,Daily Vlog,2,61,#fashion #ootd,1586976,988,1566,128,351,55328,0.026514125,positive,0,53
3891,Twitter,image,2024-03-26T09:00:00.000000000,9,Sunday,India,Fashion,Casual Style Hacks,3,171,#streetwear #style,1200539,4569,1619,201,167,219312,0.022511205,positive,1,0
3892,TikTok,reel,2022-01-01T12:00:00.000000000,12,Monday,UK,Gaming,Top 10 PC Games 2024,2,108,#gaming #esports,2716244,387,1687,45,94,11997,0.04384064,positive,1,65
3893,Facebook,story,2024-06-21T12:00:00.000000000,12,Tuesday,US,Sports,Olympics Moments,2,62,#cricket #worldcup,3349900,251,984,93,322,9036,0.073697023,negative,1,9
3894,Facebook,article,2023-10-10T12:00:00.000000000,12,Friday,Germany,Comedy,Funny Moments,2,169,#funny #viral,1990721,1018,547,98,311,68206,0.020921606,neutral,0,0
3895,Twitter,poll,2022-12-21T15:00:00.000000000,15,Monday,Canada,Fashion,Streetwear Collection 2024,2,173,#streetwear #style,1665726,3346,724,197,242,150570,0.025137643,positive,1,14
3896,Instagram,video,2024-05-15T11:00:00.000000000,11,Tuesday,UK,Gaming,Top 10 PC Games 2024,2,22,#gaming #esports,3560948,800,925,298,241,24800,0.053989758,neutral,1,304
3897,Twitter,carousel,2023-08-04T07:00:00.000000000,7,Saturday,Canada,Technology,Fitness Motivation,2,222,#funny #viral,3108808,2974,1431,142,503,118960,0.030421735,negative,1,30
3898,Twitter,reel,2023-09-16T06:00:00.000000000,6,Monday,Brazil,Gaming,Epic Gaming Moments,2,145,#vr #gamingcommunity,445621,2921,875,141,520,178181,0.020103041,positive,1,32
3899,LinkedIn,story,2024-06-04T12:00:00.000000000,12,Friday,Japan,Comedy,Exploring New Trends,3,251,#fitness #motivation,7225641,2279,617,20,339,182320,0.014468986,positive,1,15
3900,Twitter,article,2024-12-30T03:00:00.000000000,3,Monday,India,Music,Fitness Motivation,2,42,#travel #explore,1003999,3051,413,142,510,234927,0.015762276,positive,1,0
3901,Instagram,reel,2024-07-04T20:00:00.000000000,20,Sunday,UK,Travel,Top Beaches to Visit,3,71,#wanderlust #adventure,9877848,1743,1365,257,635,127239,0.020708897,neutral,1,51
3902,Facebook,carousel,2022-08-29T10:00:00.000000000,10,Sunday,Brazil,Health,Daily Fitness Routine,3,177,#healthy #habits,6415229,4947,1243,473,765,262191,0.023589583,neutral,1,6
3903,YouTube,video,2023-07-05T11:00:00.000000000,11,Friday,Germany,Fashion,Best Evening Dresses,2,219,#casualstyle #fashionblog,2187397,3101,902,102,964,80626,0.051682439,positive,1,126
3904,TikTok,live,2024-05-09T21:00:00.000000000,21,Monday,Japan,Health,Healthy Eating Habits,2,144,#fitness #lifestyle,2026557,1933,162,27,878,104382,0.027188335,neutral,1,47
3905,Twitter,article,2024-11-05T23:00:00.000000000,23,Thursday,UK,Fashion,Casual Style Hacks,2,244,#casualstyle #fashionblog,3632341,40,1974,69,395,1360,0.370315944,neutral,1,0
3906,TikTok,live,2022-09-16T07:00:00.000000000,7,Saturday,India,Education,Cooking Tutorial,2,225,#travel #explore,2677663,3164,1243,105,272,265776,0.0133232,positive,1,48
3907,Twitter,story,2023-12-30T08:00:00.000000000,8,Monday,US,Comedy,Life Hacks,2,54,#sports #highlights,3337505,127,269,94,381,5588,0.107711576,positive,1,55
3908,TikTok,image,2023-12-25T01:00:00.000000000,1,Monday,India,Travel,Luxury Travel Destinations,2,251,#backpacking #travelgram,1244109,5001,631,517,176,390078,0.014597043,mixed,0,0
3909,LinkedIn,carousel,2024-08-28T07:00:00.000000000,7,Sunday,India,Technology,Fitness Motivation,2,75,#tech #review,4655751,93,905,141,249,9114,0.052989578,mixed,1,17
3910,LinkedIn,image,2024-02-27T16:00:00.000000000,16,Sunday,US,Fashion,Best Evening Dresses,2,252,#outfitideas #trend,3531931,2181,1871,460,602,54525,0.059476213,positive,1,0
3911,TikTok,poll,2022-05-16T11:00:00.000000000,11,Thursday,Canada,Travel,Luxury Travel Destinations,2,79,#luxurytravel #vacation,2712070,219,1423,445,721,15549,0.089067524,negative,1,13
3912,Twitter,live,2022-01-09T01:00:00.000000000,1,Sunday,Japan,Technology,Daily Vlog,2,146,#music #trending,5499492,394,1205,79,207,38612,0.017610649,positive,0,37
3913,Twitter,reel,2024-09-24T07:00:00.000000000,7,Tuesday,Australia,Travel,Luxury Travel Destinations,3,257,#luxurytravel #vacation,1523694,634,1641,51,479,25360,0.045897244,positive,0,69
3914,Instagram,story,2023-06-28T15:00:00.000000000,15,Friday,UK,Fashion,Best Evening Dresses,3,268,#outfitideas #trend,1329554,1932,1752,207,446,173880,0.014866489,positive,1,21
3915,Facebook,live,2024-01-05T20:00:00.000000000,20,Wednesday,US,Sports,Basketball Training Tips,2,115,#cricket #worldcup,7150141,683,204,50,476,34833,0.03470747,positive,1,21
3916,Facebook,video,2023-12-17T18:00:00.000000000,18,Tuesday,Germany,Gaming,Virtual Reality Adventures,2,15,#gaming #esports,3382224,2282,581,126,705,164304,0.018946472,positive,0,600
3917,YouTube,image,2022-03-09T18:00:00.000000000,18,Friday,Australia,Technology,Life Hacks,2,126,#education #learning,566368,2233,1579,73,120,174174,0.01392852,positive,1,0
3918,Facebook,video,2023-11-02T02:00:00.000000000,2,Monday,US,Health,Healthy Eating Habits,2,120,#fitness #lifestyle,1818350,2971,840,27,342,261448,0.012774958,positive,1,349
3919,YouTube,poll,2023-08-05T06:00:00.000000000,6,Tuesday,India,Health,Mindfulness & Meditation,3,110,#fitness #lifestyle,9804171,4991,1836,496,185,404271,0.014030158,positive,0,59
3920,LinkedIn,image,2023-04-05T17:00:00.000000000,17,Monday,Australia,News,Funny Moments,2,262,#music #trending,1566650,533,1251,82,63,12259,0.055301794,mixed,1,0
3921,YouTube,video,2022-08-05T06:00:00.000000000,6,Tuesday,Brazil,Health,Daily Fitness Routine,3,177,#mindfulness #meditation,9323197,5003,1719,242,718,185111,0.032212931,mixed,1,590
3922,YouTube,video,2022-12-12T02:00:00.000000000,2,Tuesday,Brazil,Comedy,Life Hacks,2,207,#fashion #ootd,175119,22,1642,146,257,1650,0.257419746,mixed,1,332
3923,Facebook,article,2023-05-10T13:00:00.000000000,13,Wednesday,Japan,Education,Tech Review,2,129,#fashion #ootd,6831055,1585,595,195,142,68155,0.028200012,negative,0,0
3924,Twitter,poll,2022-10-29T19:00:00.000000000,19,Thursday,Canada,Health,Mindfulness & Meditation,2,78,#mindfulness #meditation,9222808,235,1873,171,124,19975,0.026531838,neutral,1,13
3925,LinkedIn,carousel,2023-09-08T20:00:00.000000000,20,Tuesday,Canada,News,Behind the Scenes,3,50,#education #learning,6798189,1371,249,214,828,43872,0.054999658,negative,0,20
3926,Instagram,story,2022-11-03T20:00:00.000000000,20,Sunday,Germany,Health,Daily Fitness Routine,2,181,#fitness #lifestyle,4704298,3348,874,186,239,271188,0.013912806,negative,1,24
3927,YouTube,poll,2024-05-06T12:00:00.000000000,12,Monday,Japan,Fashion,Summer Outfit Trends,2,10,#fashion #ootd,803785,8,1464,286,887,584,2.018803419,positive,0,25
3928,YouTube,image,2023-05-03T23:00:00.000000000,23,Wednesday,Japan,News,Fitness Motivation,2,150,#music #trending,1041695,1997,1556,408,164,67898,0.037835609,mixed,1,0
3929,TikTok,image,2024-01-08T16:00:00.000000000,16,Tuesday,Canada,Fashion,Summer Outfit Trends,2,132,#casualstyle #fashionblog,1360603,1709,195,213,277,150392,0.014621691,positive,1,0
3930,YouTube,reel,2022-05-25T03:00:00.000000000,3,Sunday,Australia,Technology,Travel Diary,2,41,#sports #highlights,9538231,5072,689,435,973,111584,0.058072322,positive,1,70
3931,Twitter,video,2022-04-09T17:00:00.000000000,17,Thursday,UK,News,Life Hacks,2,130,#travel #explore,5677070,4775,1952,456,953,267400,0.023126316,mixed,0,132
3932,Instagram,story,2024-02-25T12:00:00.000000000,12,Monday,India,Sports,Basketball Training Tips,2,217,#cricket #worldcup,9586854,2231,1542,372,454,124936,0.024468332,positive,1,27
3933,TikTok,image,2023-03-26T09:00:00.000000000,9,Wednesday,Germany,Sports,Olympics Moments,2,153,#basketball #training,7613917,2277,1093,30,338,50094,0.052799681,neutral,1,0
3934,Facebook,carousel,2024-12-29T01:00:00.000000000,1,Friday,UK,News,Funny Moments,2,263,#tech #review,8836504,4995,638,507,377,409590,0.014353343,neutral,0,14
3935,LinkedIn,carousel,2023-04-28T01:00:00.000000000,1,Saturday,UK,Health,Daily Fitness Routine,3,48,#fitness #lifestyle,4559991,1828,1422,197,368,98712,0.024241994,negative,1,9
3936,Twitter,poll,2024-04-30T21:00:00.000000000,21,Thursday,Japan,Fashion,Best Evening Dresses,2,233,#casualstyle #fashionblog,7554838,82,671,310,883,5822,0.218959299,mixed,1,32
3937,Instagram,live,2023-11-29T01:00:00.000000000,1,Sunday,Japan,Education,Exploring New Trends,3,124,#music #trending,7601506,1988,1783,403,183,93436,0.027547974,neutral,1,17
3938,LinkedIn,image,2024-01-23T00:00:00.000000000,0,Friday,India,Health,Mindfulness & Meditation,3,105,#health #wellness,3630382,3436,1226,249,309,127132,0.031415919,negative,1,0
3939,Facebook,story,2024-04-24T01:00:00.000000000,1,Friday,UK,Comedy,Daily Vlog,2,140,#fitness #motivation,8990173,2608,1171,41,433,143440,0.021486186,positive,1,25
3940,LinkedIn,story,2023-12-11T17:00:00.000000000,17,Wednesday,Germany,Music,Exploring New Trends,3,13,#tech #review,2132122,3487,1495,204,258,181324,0.021778574,negative,1,10
3941,TikTok,live,2022-08-13T04:00:00.000000000,4,Wednesday,Japan,Music,Travel Diary,2,80,#education #learning,213333,3539,1678,92,112,293737,0.012742648,negative,1,8
3942,YouTube,image,2022-11-24T03:00:00.000000000,3,Wednesday,Brazil,Education,Behind the Scenes,3,216,#news #update,5019346,2554,943,45,440,114930,0.026441952,neutral,1,0
3943,YouTube,live,2022-09-20T04:00:00.000000000,4,Sunday,UK,News,Cooking Tutorial,2,283,#fitness #motivation,6592764,1625,198,196,102,108875,0.017662295,negative,1,49
3944,Twitter,article,2022-03-21T16:00:00.000000000,16,Sunday,Japan,Fashion,Streetwear Collection 2024,2,127,#outfitideas #trend,1092813,4753,1940,190,178,280427,0.018261372,mixed,1,0
3945,LinkedIn,reel,2022-10-27T20:00:00.000000000,20,Friday,Germany,Sports,Cricket World Cup Updates,2,274,#cricket #worldcup,8994032,4413,1449,350,38,158868,0.030219867,positive,1,40
3946,YouTube,reel,2023-05-10T21:00:00.000000000,21,Saturday,Japan,Gaming,Top 10 PC Games 2024,3,162,#pcgames #gamerlife,8255902,1459,1689,32,72,86081,0.018157106,mixed,1,80
3947,Twitter,reel,2024-07-25T15:00:00.000000000,15,Monday,Australia,Gaming,Beginner’s Guide to eSports,2,29,#pcgames #gamerlife,5995629,1124,491,281,424,29224,0.062583405,positive,1,67
3948,Twitter,article,2024-10-15T02:00:00.000000000,2,Wednesday,Australia,Technology,Travel Diary,2,292,#tech #review,9464848,3153,1911,144,117,239628,0.014247024,mixed,1,0
3949,TikTok,image,2022-12-02T18:00:00.000000000,18,Thursday,UK,Education,Behind the Scenes,3,211,#fitness #motivation,7610335,959,895,322,283,25893,0.060400093,positive,1,0
3950,Twitter,poll,2022-08-25T16:00:00.000000000,16,Wednesday,Canada,Health,Healthy Eating Habits,2,89,#fitness #lifestyle,2250579,4966,141,428,978,372450,0.017108291,mixed,1,44
3951,Facebook,article,2024-03-29T12:00:00.000000000,12,Saturday,Brazil,Health,Daily Fitness Routine,2,281,#fitness #lifestyle,5843223,400,1336,348,834,20000,0.079096045,positive,1,0
3952,YouTube,story,2022-03-30T00:00:00.000000000,0,Wednesday,India,News,Travel Diary,2,118,#music #trending,435380,585,164,164,710,45630,0.031973877,neutral,0,24
3953,YouTube,poll,2024-12-21T18:00:00.000000000,18,Saturday,Australia,Gaming,Epic Gaming Moments,2,43,#gaming #esports,1392468,453,313,109,333,34881,0.025657932,negative,1,48
3954,Instagram,live,2023-01-05T11:00:00.000000000,11,Wednesday,Canada,Travel,Top Beaches to Visit,2,215,#backpacking #travelgram,2938408,3367,20,251,84,104377,0.035467244,negative,0,5
3955,Facebook,poll,2022-01-20T19:00:00.000000000,19,Friday,Brazil,Fashion,Summer Outfit Trends,2,102,#fashion #ootd,8181830,976,1105,429,730,65392,0.032648754,negative,0,35
3956,YouTube,article,2022-01-14T13:00:00.000000000,13,Saturday,US,Music,Cooking Tutorial,2,99,#news #update,7374647,432,1604,107,357,21600,0.041479561,negative,1,0
3957,TikTok,poll,2024-09-29T22:00:00.000000000,22,Monday,Japan,Technology,Travel Diary,2,97,#education #learning,5256115,1044,1154,434,717,85608,0.025639828,positive,1,43
3958,YouTube,carousel,2023-10-26T20:00:00.000000000,20,Wednesday,India,Music,Behind the Scenes,3,237,#education #learning,5771794,1019,1622,433,739,94767,0.023119618,mixed,1,13
3959,Instagram,image,2024-03-29T15:00:00.000000000,15,Friday,Canada,Gaming,Top 10 PC Games 2024,2,40,#pcgames #gamerlife,907334,1549,1753,51,124,89842,0.01918903,mixed,0,0
3960,LinkedIn,video,2022-12-01T23:00:00.000000000,23,Thursday,Germany,Technology,Top 10 Facts,3,206,#education #learning,2705312,2282,1956,145,0,216790,0.011195114,neutral,1,118
3961,LinkedIn,image,2024-02-11T15:00:00.000000000,15,Monday,Japan,Fashion,Streetwear Collection 2024,2,211,#casualstyle #fashionblog,4943842,2955,983,29,757,115245,0.032460996,negative,1,0
3962,Facebook,poll,2023-10-22T01:00:00.000000000,1,Friday,Australia,News,Funny Moments,2,48,#education #learning,5335156,246,304,247,249,16482,0.045016077,negative,0,56
3963,Twitter,carousel,2024-05-09T21:00:00.000000000,21,Saturday,Germany,Travel,Exploring Paris in 3 Days,2,158,#wanderlust #adventure,2214004,3357,1938,170,222,302130,0.012408525,neutral,1,11
3964,Instagram,carousel,2023-01-31T08:00:00.000000000,8,Tuesday,Canada,Education,Funny Moments,2,162,#education #learning,5414224,1928,370,12,896,140744,0.020149917,negative,1,15
3965,Instagram,image,2024-06-11T11:00:00.000000000,11,Thursday,Brazil,Technology,Fitness Motivation,2,293,#fashion #ootd,8239031,192,1880,458,701,18624,0.072536913,neutral,0,0
3966,YouTube,live,2022-12-05T23:00:00.000000000,23,Thursday,Canada,Sports,Cricket World Cup Updates,2,265,#sports #football,1632670,235,852,246,229,22090,0.032139785,negative,0,55
3967,TikTok,video,2022-01-12T17:00:00.000000000,17,Tuesday,UK,Music,Life Hacks,2,106,#news #update,6233657,680,383,185,488,61200,0.022107482,mixed,0,101
3968,YouTube,article,2022-01-28T08:00:00.000000000,8,Friday,UK,Sports,Cricket World Cup Updates,2,265,#sports #football,5030922,2791,1931,178,317,133968,0.024528062,neutral,1,0
3969,TikTok,article,2022-04-03T02:00:00.000000000,2,Friday,UK,Gaming,Virtual Reality Adventures,2,293,#gamers #play,3503639,1423,444,30,89,132339,0.011651806,mixed,1,0
3970,Instagram,poll,2023-01-14T20:00:00.000000000,20,Sunday,India,News,Behind the Scenes,3,60,#education #learning,2719803,1706,424,215,290,156952,0.01408702,negative,1,11
3971,Twitter,carousel,2022-11-08T04:00:00.000000000,4,Saturday,Australia,Travel,Exploring Paris in 3 Days,2,20,#wanderlust #adventure,2105139,3926,160,414,456,263042,0.01823276,mixed,0,8
3972,LinkedIn,poll,2023-06-10T18:00:00.000000000,18,Thursday,India,Sports,Cricket World Cup Updates,2,26,#basketball #training,771780,1112,1201,89,173,103416,0.013286017,mixed,0,32
3973,Facebook,poll,2022-01-06T23:00:00.000000000,23,Sunday,UK,Technology,Fitness Motivation,2,19,#sports #highlights,6420608,1302,628,82,262,97650,0.016855946,positive,0,15
3974,TikTok,story,2024-04-03T01:00:00.000000000,1,Friday,Canada,Music,Breaking News,2,285,#fitness #motivation,4038680,4966,1731,438,742,178776,0.034378024,negative,0,23
3975,LinkedIn,poll,2022-06-13T21:00:00.000000000,21,Tuesday,India,Sports,Cricket World Cup Updates,2,214,#olympics #sports,8975374,3365,894,190,259,94220,0.040479299,positive,1,39
3976,Facebook,reel,2024-09-16T03:00:00.000000000,3,Sunday,Australia,Education,Funny Moments,2,155,#travel #explore,7932739,833,489,124,452,44149,0.03191393,neutral,0,65
3977,Twitter,story,2024-02-28T07:00:00.000000000,7,Friday,UK,Technology,Breaking News,2,256,#tech #review,9416476,2272,1016,153,8,145408,0.016732114,positive,1,47
3978,Instagram,poll,2023-02-05T05:00:00.000000000,5,Thursday,UK,Health,10 Tips for a Healthier Life,2,225,#fitness #lifestyle,7801309,4419,326,344,51,123732,0.038906355,negative,1,25
3979,Twitter,poll,2024-12-03T11:00:00.000000000,11,Friday,Germany,Fashion,Best Evening Dresses,2,207,#outfitideas #trend,6922915,2153,597,172,5,55978,0.041622751,positive,1,50
3980,TikTok,video,2023-03-25T23:00:00.000000000,23,Monday,Japan,Health,Mindfulness & Meditation,3,33,#health #wellness,6245279,386,1014,90,177,13510,0.04833099,positive,1,301
3981,Instagram,article,2023-05-10T10:00:00.000000000,10,Tuesday,India,Gaming,Beginner’s Guide to eSports,2,244,#pcgames #gamerlife,6924124,603,288,176,488,22914,0.055291294,negative,1,0
3982,YouTube,story,2023-12-11T17:00:00.000000000,17,Tuesday,US,Education,Travel Diary,2,286,#music #trending,4291150,588,592,162,739,14700,0.101285627,mixed,1,30
3983,Facebook,article,2024-05-31T00:00:00.000000000,0,Wednesday,Japan,Fashion,Best Evening Dresses,3,192,#streetwear #style,2872814,5035,1687,506,389,151050,0.039258264,neutral,0,0
3984,YouTube,story,2024-03-30T19:00:00.000000000,19,Friday,Japan,Technology,Behind the Scenes,3,78,#sports #highlights,2310858,4710,1596,194,772,447450,0.012685188,positive,1,29
3985,Instagram,video,2024-09-06T09:00:00.000000000,9,Saturday,UK,News,Movie Review,2,208,#funny #viral,7434958,3488,572,202,230,279040,0.014048115,negative,1,245
3986,Facebook,reel,2024-10-28T04:00:00.000000000,4,Tuesday,Canada,Music,Funny Moments,2,182,#news #update,6684313,359,1377,114,328,21899,0.036575342,positive,0,43
3987,Facebook,story,2024-03-19T13:00:00.000000000,13,Friday,Brazil,Education,Life Hacks,2,297,#news #update,3995478,4620,27,221,746,147840,0.037790599,neutral,1,59
3988,YouTube,reel,2022-03-27T08:00:00.000000000,8,Monday,US,Fashion,Best Evening Dresses,2,257,#fashion #ootd,3609604,4900,953,515,193,151900,0.036918783,neutral,1,57
